park,assassination,theft,gang_rape,burglary,rape,assualt_attack,harassment(sexual),totalcrime,long,lat,area,crime/area
PLAYGROUND SEVENTY FIVE,0,0,0,0,0,0,0,0,,,QUEENS       ,0.749
WEBSTER PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.744
FROST PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.739
TECUMSEH PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.738
RAILROAD PARK BRONX,0,0,0,0,0,1,0,1,,,BRONX        ,0.732
NATHAN WEIDENBAUM PARK,0,0,0,0,0,0,0,0,,,QUEENS       ,0.732
BLUEBERRY PARK,0,0,0,0,0,0,0,0,,,STATEN ISLAND,0.724
CLARK PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.722
HUNTS POINT PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.717
GUN HILL PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.716
BLOOMINGDALE PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.715
GALILEO PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.714
I-AM-PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.712
UNNAMED PARK ON 17TH STREET,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.711
LINWOOD PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.705
LAFAYETTE GARDENS PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.705
ORACLE PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.703
NEWTOWN PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.703
MOUNT HOPE PLAYGROUND,0,0,0,0,0,0,1,1,,,BRONX        ,0.7
GARRISON PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.696
GERTRUDE EDERLE RECREATION CENTER,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.69
SLOPE PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.689
FRED SAMUEL PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.688
AUBURNDALE PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.686
WHITE PLAYGROUND MANHATTAN,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.684
DAWSON PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.681
LILLIAN D WALD PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.68
MAPES POOL,0,0,0,0,0,0,0,0,,,BRONX        ,0.68
HOWARD POOL,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.67
ST. NICHOLAS PLAYGROUND SOUTH,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.67
RIVER AVENUE PARKS,0,0,0,0,0,0,0,0,,,BRONX        ,0.67
CANAL PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.669
RIVERBEND PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.661
ST. NICHOLAS PLAYGROUND NORTH,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.66
COLLEGE POINT PARK,0,0,0,0,0,0,0,0,,,QUEENS       ,0.659
THE PEARLY GATES,0,0,0,0,0,0,0,0,,,BRONX        ,0.659
AUDUBON PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.656
COURTNEY CALLENDER PLAYGROUND,0,0,0,0,0,0,1,1,,,MANHATTAN    ,0.653
BRIZZI PLAYGROUND,0,0,0,0,0,1,0,1,,,BROOKLYN     ,0.649
AUGUSTUS ST. GAUDENS PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.642
VESUVIO PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.635
VETERANS GROVE,0,0,0,0,0,0,0,0,,,QUEENS       ,0.626
SQUIBB PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.626
ELTON PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.622
TWENTY-FOUR SYCAMORES PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.622
EAST RIVER ESPLANADE AT E 36TH ST AND FDR,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.62
CEDAR GROVE PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.619
CLEOPATRA PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.618
BEACH 59TH ST PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.618
HALF-NELSON PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.61
HENRY M. JACKSON PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.61
BRIDGE PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.61
WILLIAM F. PASSANNANTE BALLFIELD,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.607
DR. RONALD E. MCNAIR PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.603
PENN SOUTH PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.6
O'NEILL TRIANGLE,0,0,0,0,0,0,0,0,,,BRONX        ,0.593
GEORGE WALKER JR. PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.591
UNDERHILL PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.59
PETER DETMOLD PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.588
COBBLE HILL PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.585
WRIGHT BROTHERS PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.584
SEAN'S PLACE,0,0,0,0,0,0,0,0,,,QUEENS       ,0.582
MERCER PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.582
HARVARD PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.581
SARSFIELD PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.579
HELL'S KITCHEN PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.576
RORY STAUNTON FIELD,0,0,0,0,0,0,0,0,,,QUEENS       ,0.574
BENNINGER PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.574
CARMANSVILLE PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.573
SIXTEEN SYCAMORES PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.567
GALAPO PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.565
MCKINLEY PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.563
ENNIS PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.554
GUTENBERG PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.551
BLAND PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.551
PFC NORTON PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.55
LITTLE CLAREMONT PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.549
JUNCTION PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.54
WOODRUFF PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.536
ABIGAIL PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.529
DR. GERTRUDE B. KELLY PLAYGROUND,0,0,0,0,0,0,0,1,,,MANHATTAN    ,0.525
WALD PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.525
ANDREWS GROVE,0,0,0,0,0,0,0,0,,,QUEENS       ,0.518
ANIBAL AVILES PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.517
LAFAYETTE PLAYGROUND ON LAFAYETTE AVENUE,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.517
WASHINGTON PARK BRONX,0,0,0,0,0,0,0,0,,,BRONX        ,0.516
PAT WILLIAMS PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.514
GREENPOINT PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.504
PIERREPONT PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.503
EPIPHANY PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.5
JOHN ADAMS PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.494
LEVY PLAYGROUND,0,0,0,0,0,0,0,0,,,STATEN ISLAND,0.49
CLEMENT CLARKE MOORE PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.489
CHARLTON GARDEN,0,0,0,0,0,0,0,0,,,BRONX        ,0.488
THOMAS J. CUITE PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.487
CHERRY CLINTON PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.483
HILTON WHITE PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.477
TURTLE PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.476
MILESTONE PARK,0,0,0,0,0,0,1,1,,,BROOKLYN     ,0.476
MATTHEWS - PALMER PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.475
FAIRMOUNT PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.47
MOTHER CABRINI PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.467
VIRGINIA PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.461
RAINBOW PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.46
TRIBOROUGH BRIDGE PLAYGROUND E,0,0,0,0,0,0,0,0,,,QUEENS       ,0.46
TRIBOROUGH BRIDGE PLAYGROUND C,0,0,0,0,0,0,0,0,,,QUEENS       ,0.46
TRIBOROUGH BRIDGE PLAYGROUND D,0,0,0,0,0,0,0,0,,,QUEENS       ,0.46
TEN EYCK PLAZA,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.46
UNDERBRIDGE DOG RUN,0,0,0,0,0,0,0,0,,,QUEENS       ,0.457
WILLIAM MCCRAY PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.456
LOUIS ARMSTRONG COMMUNITY CENTER,0,0,0,0,0,0,0,0,,,QUEENS       ,0.452
ABC PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.451
MIDDLE VILLAGE PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.448
YAK PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.444
BUTTERFLY GARDENS,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.442
HAVEMEYER PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.442
PLAYGROUND ONE,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.44
GARIBALDI PLAYGROUND,0,0,0,0,0,0,1,1,,,BROOKLYN     ,0.437
MCCAFFREY PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.436
MORRIS GARDEN,0,0,0,0,0,0,0,0,,,BRONX        ,0.436
ADMIRAL TRIANGLE,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.433
HORSESHOE PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.432
HUNTS POINT RIVERSIDE PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.426
TOMPKINSVILLE PARK,0,0,0,0,0,0,0,0,,,STATEN ISLAND,0.424
WEST 4TH STREET COURTS,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.42
MOSHOLU PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.412
LIOTTI IKEFUGI PLAYGROUND,0,0,0,0,0,0,0,0,,,STATEN ISLAND,0.408
JOSEPH C. SAUER PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.403
PLAYGROUND EIGHTY NINE LXXXIX,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.402
VAN NEST PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.401
JOSEPHINE CAMINITI PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.398
RODNEY PARK SOUTH,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.392
CHELSEA RECREATION CENTER,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.385
IMAGINATION PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.385
HINES PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.383
GOBLE PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.381
GRAND PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.381
RODNEY PARK NORTH,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.37
ST. MARY'S PARK PLAYGROUND BROOKLYN,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.367
MARCY PARK SOUTH,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.357
MCLAUGHLIN PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.356
BLEECKER PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.356
HARLEM ART PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.347
VINCENT F. ALBANO JR. PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.346
ST. MARY'S PARK BROOKLYN,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.345
JEROME PLAYGROUND SOUTH,0,0,0,0,0,0,0,0,,,BRONX        ,0.345
WALTON PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.344
SUTTON PLACE PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.342
REV LENA IRONS UNITY PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.342
KINGSBRIDGE HEIGHTS COMMUNITY CENTER,0,0,0,0,0,0,0,0,,,BRONX        ,0.329
MACARTHUR PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.329
SLEDGE PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.328
FREEDOM SQUARE PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.327
BERRY PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.327
LONG ISLAND MEWS,0,0,0,0,0,0,0,0,,,QUEENS       ,0.323
BLACK ROCK PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.322
HOT SPOT TOT LOT,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.322
RODNEY PLAYGROUND SOUTH,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.319
BRIDGE AND TUNNEL PARK,0,0,0,0,0,0,0,0,,,QUEENS       ,0.318
STOP & GO PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.316
MACLAUGHLIN PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.304
HARRY CHAPIN PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.3
ANNADALE GREEN,0,0,0,0,0,0,0,0,,,STATEN ISLAND,0.3
WEEKSVILLE PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.295
DODGER PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.293
RODNEY PLAYGROUND NORTH,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.29
ELIZABETH STROUD PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.29
HANSBOROUGH RECREATION CENTER,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.29
A.R.R.O.W. FIELD HOUSE,0,0,0,0,0,0,0,0,,,QUEENS       ,0.29
PLAYGROUND 115,0,0,0,0,0,0,0,0,,,QUEENS       ,0.287
JENNIE JEROME PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.287
MARINERS HARBOR PLAYGROUND,0,0,0,0,0,0,0,0,,,STATEN ISLAND,0.271
YOUTH VILLAGE,0,0,0,0,0,0,0,0,,,BRONX        ,0.27
BEANSTALK PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.267
DESALVIO PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.266
DAN ROSS PLAYGROUND,0,0,0,0,0,1,0,1,,,BROOKLYN     ,0.256
DREAM STREET PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.252
SIDNEY HILLMAN PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.245
SUNSHINE PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.24
RODNEY PARK CENTER,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.237
ST. GREGORY'S PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.231
SORRENTINO RECREATION CENTER,0,0,0,0,0,0,0,0,,,QUEENS       ,0.231
WILLIAM F MOORE PARK,0,0,0,0,0,0,0,0,,,QUEENS       ,0.23
UMMA PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.23
MARY O'CONNOR PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.229
GENE GRAY PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.229
OGDEN PLIMPTON PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.229
DOWNING STREET PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.223
PLAYGROUND THIRTY FIVE XXXV,0,0,0,0,0,0,0,0,,,QUEENS       ,0.218
ROLF HENRY PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.213
P.S. 125 PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.208
TONY DAPOLITO RECREATION CENTER,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.208
DAVIDSON PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.207
ASTORIA HEALTH PLAYGROUND,0,0,0,0,0,0,0,0,,,QUEENS       ,0.207
MINETTA PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.206
CHIARANTANO PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.206
CORONA MAC PARK,0,0,0,0,0,0,0,0,,,QUEENS       ,0.205
THORPE FAMILY PLAYGROUND,0,0,0,0,0,0,0,0,,,BRONX        ,0.201
SUNNERS PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.197
TUDOR GROVE PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.192
RODNEY PLAYGROUND CENTER,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.189
SEABURY PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.186
PENN TRIANGLE,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.183
EAE J MITCHELL PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.183
METROPOLITAN RECREATION CENTER,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.181
RAMON APONTE PARK,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.174
BILL BOJANGLES ROBINSON PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.172
FIELD OF DREAMS PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.172
RECREATION CENTER 54,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.17
PEARL ST PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.162
LEWIS PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.161
NORTH PACIFIC PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.155
MORRIS MESA,0,0,0,0,0,0,0,0,,,BRONX        ,0.15
PEACE PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.141
DUKE PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.137
SOBEL PLAYGROUND,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.135
CAPTAIN JACOB JOSEPH PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.135
GRAND CANAL COURT,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.134
LT. FEDERICO NARVAEZ TOT LOT,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.125
WEST 186TH STREET BASKETBALL COURT,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.123
SOPHIE IRENE LOEB,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.122
BARRETTO PARK,0,0,0,0,0,0,0,0,,,BRONX        ,0.12
ABYSSINIAN TOT LOT,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.118
ALEXANDER'S ALLEY,0,0,0,0,0,0,0,0,,,BRONX        ,0.11
EAST FLATBUSH CHILDREN'S PARK,0,0,0,0,0,0,0,0,,,BROOKLYN     ,0.106
MOHEGAN TRIANGLE,0,0,0,0,0,0,0,0,,,BRONX        ,0.096
PLAYGROUND OF THE AMERICAS,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0.079
PRIVATE WILLIAM GRAY PARK,0,0,0,0,0,0,0,0,,,QUEENS       ,0.069
ADRIENNE'S PLAYGROUND,0,0,0,0,0,0,0,0,,,MANHATTAN    ,0
TOTAL,2,4,7,5,7,83,126,317,,,,
